,0,1,2,3,4
508,0,6,0,2,1
509,0,5,3,1,1
510,0,4,2,0,1
511,0,3,1,7,1
512,0,2,0,7,2
513,1,1,3,7,2
514,2,0,2,7,1
515,2,3,1,7,1
516,2,2,0,6,1
517,2,1,3,5,1
518,2,0,2,4,1
519,2,7,1,3,1
520,2,7,0,2,0
521,1,7,3,1,0
522,0,7,2,0,1
523,0,7,1,3,1
524,0,7,0,2,1
525,0,7,7,1,1
526,0,6,7,0,2
527,1,5,7,1,1
528,1,4,7,0,1
529,1,3,7,1,1
530,1,2,6,0,1
531,1,1,5,7,2
532,2,0,4,6,1
533,2,1,3,5,1
534,2,0,2,4,1
535,2,7,1,3,1
536,2,7,0,2,0
537,1,7,5,1,0
538,0,7,4,0,1
539,0,7,3,1,1
540,0,7,2,0,1
541,0,7,1,3,1
542,0,7,0,2,1
543,0,7,5,1,1
544,0,7,4,0,1
545,0,7,3,1,1
546,0,7,2,0,1
547,0,7,1,7,1
548,0,6,0,7,2
549,1,5,1,7,2
550,2,4,0,6,1
551,2,3,1,5,1
552,2,2,0,4,1
553,2,1,7,3,0
554,1,0,6,2,1
555,1,7,5,1,0
556,0,7,4,0,1
557,0,7,3,1,1
558,0,7,2,0,1
559,0,7,1,3,1
560,0,7,0,2,1
561,0,7,3,1,1
562,0,7,2,0,1
563,0,7,1,7,1
564,0,7,0,6,1
565,0,7,1,5,1
566,0,6,0,4,1
567,0,5,1,3,1
568,0,4,0,2,1
569,0,3,7,1,2
570,1,2,6,0,1
571,1,1,5,7,2
572,2,0,4,6,1
573,2,1,3,5,1
574,2,0,2,4,1
575,2,5,1,3,1
576,2,4,0,2,0
577,1,3,7,1,1
578,1,2,7,0,1
579,1,1,7,3,1
580,1,0,6,2,1
581,1,7,5,1,0
582,0,7,4,0,1
583,0,7,3,1,1
584,0,6,2,0,1
585,0,5,1,3,1
586,0,4,0,2,1
587,0,3,7,1,2
588,1,2,6,0,1
589,1,1,5,7,2
590,2,0,4,6,1
591,2,1,3,5,1
592,2,0,2,4,1
593,2,7,1,3,1
594,2,7,0,2,0
595,1,7,3,1,0
596,0,6,2,0,1
597,0,5,1,3,1
598,0,4,0,2,1
599,0,3,7,1,2
600,1,2,7,0,1
601,1,1,7,3,1
602,1,0,7,2,1
603,1,5,7,1,1
604,1,4,7,0,1
605,1,3,7,1,1
606,1,2,6,0,1
607,1,1,5,7,2
608,2,0,4,7,1
609,2,1,3,7,1
610,2,0,2,6,1
611,2,7,1,5,1
612,2,6,0,4,0
613,1,5,1,3,0
614,0,4,0,2,1
615,0,3,7,1,2
616,1,2,6,0,1
617,1,1,5,3,1
618,1,0,4,2,1
619,1,7,3,1,0
620,0,7,2,0,1
621,0,7,1,3,1
622,0,6,0,2,1
623,0,5,3,1,1
624,0,4,2,0,1
625,0,3,1,7,1
626,0,2,0,6,2
627,1,1,3,5,2
628,2,0,2,4,1
629,2,7,1,3,1
630,2,7,0,2,0
631,1,7,3,1,0
632,0,7,2,0,1
633,0,7,1,5,1
634,0,7,0,4,1
635,0,7,1,3,1
636,0,6,0,2,1
637,0,5,7,1,2
638,1,4,7,0,1
639,1,3,7,1,1
640,1,2,6,0,1
641,1,1,5,7,2
642,2,0,4,7,1
643,2,1,3,7,1
644,2,0,2,6,1
645,2,7,1,5,1
646,2,6,0,4,0
647,1,5,1,3,0
648,0,4,0,2,1
649,0,3,5,1,2
650,1,2,4,0,1
651,1,1,3,7,2
652,2,0,2,7,1
653,2,3,1,7,1
654,2,2,0,7,1
655,2,1,3,7,1
656,2,0,2,7,1
657,2,3,1,7,1
658,2,2,0,7,1
659,2,1,7,7,0
660,1,0,7,7,1
661,1,1,7,7,1
662,1,0,7,6,1
663,1,1,7,5,1
664,1,0,7,4,1
665,1,1,7,3,1
666,1,0,6,2,1
667,1,7,5,1,0
668,0,7,4,0,1
669,0,7,3,1,1
670,0,7,2,0,1
671,0,7,1,3,1
672,0,7,0,2,1
673,0,7,5,1,1
674,0,6,4,0,1
675,0,5,3,1,1
676,0,4,2,0,1
677,0,3,1,7,1
678,0,2,0,6,2
679,1,1,7,5,1
680,1,0,7,4,1
681,1,1,7,3,1
682,1,0,6,2,1
683,1,3,5,1,1
684,1,2,4,0,1
685,1,1,3,7,2
686,2,0,2,7,1
687,2,3,1,7,1
688,2,2,0,7,1
689,2,1,3,7,1
690,2,0,2,6,1
691,2,7,1,5,1
692,2,7,0,4,0
693,1,7,1,3,0
694,0,6,0,2,1
695,0,5,7,1,2
696,1,4,6,0,1
697,1,3,5,1,1
698,1,2,4,0,1
699,1,1,3,7,2
700,2,0,2,7,1
701,2,5,1,7,1
702,2,4,0,7,1
703,2,3,1,7,1
704,2,2,0,6,1
705,2,1,3,5,1
706,2,0,2,4,1
707,2,5,1,3,1
708,2,4,0,2,0
709,1,3,7,1,1
710,1,2,7,0,1
711,1,1,7,7,1
712,1,0,6,7,2
713,2,1,5,7,1
714,2,0,4,7,1
715,2,1,3,7,1
716,2,0,2,7,1
717,2,7,1,7,1
718,2,6,0,7,1
719,2,5,1,7,1
720,2,4,0,7,1
721,2,3,1,7,1
722,2,2,0,6,1
723,2,1,3,5,1
724,2,0,2,4,1
725,2,7,1,3,1
726,2,7,0,2,0
727,1,7,7,1,0
728,0,7,7,0,1
729,0,7,7,1,1
730,0,7,6,0,1
731,0,7,5,1,1
732,0,7,4,0,1
733,0,7,3,1,1
734,0,7,2,0,1
735,0,7,1,3,1
736,0,7,0,2,1
737,0,7,3,1,1
738,0,7,2,0,1
739,0,7,1,3,1
740,0,7,0,2,1
741,0,7,7,1,1
742,0,6,7,0,2
743,1,5,7,1,1
744,1,4,6,0,1
745,1,3,5,1,1
746,1,2,4,0,1
747,1,1,3,7,2
748,2,0,2,7,1
749,2,5,1,7,1
750,2,4,0,7,1
751,2,3,1,7,1
752,2,2,0,7,1
753,2,1,3,7,1
754,2,0,2,7,1
755,2,3,1,7,1
756,2,2,0,6,1
757,2,1,7,5,0
758,1,0,7,4,1
759,1,1,7,3,1
760,1,0,6,2,1
761,1,7,5,1,0
762,0,6,4,0,1
763,0,5,3,1,1
764,0,4,2,0,1
765,0,3,1,7,1
766,0,2,0,7,2
767,1,1,3,7,2
768,2,0,2,7,1
769,2,3,1,7,1
770,2,2,0,7,1
771,2,1,5,7,1
772,2,0,4,7,1
773,2,1,3,7,1
774,2,0,2,7,1
775,2,5,1,7,1
776,2,4,0,6,1
777,2,3,1,5,1
778,2,2,0,4,1
779,2,1,7,3,0
780,1,0,7,2,1
781,1,7,7,1,0
782,0,7,6,0,1
783,0,7,5,1,1
784,0,7,4,0,1
785,0,7,3,1,1
786,0,7,2,0,1
787,0,7,1,3,1
788,0,6,0,2,1
789,0,5,7,1,2
790,1,4,7,0,1
791,1,3,7,1,1
792,1,2,6,0,1
793,1,1,5,3,1
794,1,0,4,2,1
795,1,7,3,1,0
796,0,7,2,0,1
797,0,7,1,5,1
798,0,7,0,4,1
799,0,7,1,3,1
800,0,7,0,2,1
801,0,7,7,1,1
802,0,7,7,0,1
803,0,7,7,1,1
804,0,6,7,0,2
805,1,5,7,1,1
806,1,4,7,0,1
807,1,3,7,1,1
808,1,2,6,0,1
809,1,1,5,7,2
810,2,0,4,7,1
811,2,1,3,7,1
812,2,0,2,7,1
813,2,3,1,7,1
814,2,2,0,7,1
815,2,1,7,7,0
816,1,0,7,6,1
817,1,1,7,5,1
818,1,0,7,4,1
819,1,1,7,3,1
820,1,0,7,2,1
821,1,3,7,1,1
822,1,2,7,0,1
823,1,1,7,3,1
824,1,0,6,2,1
825,1,7,5,1,0
826,0,7,4,0,1
827,0,7,3,1,1
828,0,6,2,0,1
829,0,5,1,3,1
830,0,4,0,2,1
831,0,3,5,1,2
832,1,2,4,0,1
833,1,1,3,7,2
834,2,0,2,7,1
835,2,5,1,7,1
836,2,4,0,6,1
837,2,3,1,5,1
838,2,2,0,4,1
839,2,1,5,3,0
840,1,0,4,2,1
841,1,7,3,1,0
842,0,7,2,0,1
843,0,7,1,7,1
844,0,7,0,7,1
845,0,7,1,7,1
846,0,7,0,7,1
847,0,7,1,7,1
848,0,6,0,7,2
849,1,5,1,7,2
850,2,4,0,7,1
851,2,3,1,7,1
852,2,2,0,6,1
853,2,1,3,5,1
854,2,0,2,4,1
855,2,7,1,3,1
856,2,6,0,2,0
857,1,5,7,1,1
858,1,4,7,0,1
859,1,3,7,1,1
860,1,2,7,0,1
861,1,1,7,5,1
862,1,0,6,4,1
863,1,1,5,3,1
864,1,0,4,2,1
865,1,5,3,1,0
866,0,4,2,0,1
867,0,3,1,7,1
868,0,2,0,7,2
869,1,1,5,7,2
870,2,0,4,6,1
871,2,1,3,5,1
872,2,0,2,4,1
873,2,5,1,3,1
874,2,4,0,2,0
875,1,3,7,1,1
876,1,2,7,0,1
877,1,1,7,7,1
878,1,0,7,7,1
879,1,1,7,7,1
880,1,0,7,7,1
881,1,1,7,7,1
882,1,0,7,7,1
883,1,1,7,7,1
884,1,0,7,7,1
885,1,1,7,7,1
886,1,0,7,7,1
887,1,1,7,7,1
888,1,0,7,7,1
889,1,1,7,7,1
890,1,0,7,6,1
891,1,1,7,5,1
892,1,0,7,4,1
893,1,1,7,3,1
894,1,0,7,2,1
895,1,5,7,1,1
896,1,4,7,0,1
897,1,3,7,1,1
898,1,2,7,0,1
899,1,1,7,3,1
900,1,0,7,2,1
901,1,7,7,1,0
902,0,7,7,0,1
903,0,7,7,1,1
904,0,7,6,0,1
905,0,7,5,1,1
906,0,7,4,0,1
907,0,7,3,1,1
908,0,7,2,0,1
909,0,7,1,7,1
910,0,6,0,7,2
911,1,5,1,7,2
912,2,4,0,7,1
913,2,3,1,7,1
914,2,2,0,7,1
915,2,1,5,7,1
916,2,0,4,7,1
917,2,1,3,7,1
918,2,0,2,7,1
919,2,3,1,7,1
920,2,2,0,7,1
921,2,1,5,7,1
922,2,0,4,7,1
923,2,1,3,7,1
924,2,0,2,7,1
925,2,7,1,7,1
926,2,7,0,6,0
927,1,7,1,5,0
928,0,6,0,4,1
929,0,5,1,3,1
930,0,4,0,2,1
931,0,3,5,1,2
932,1,2,4,0,1
933,1,1,3,5,2
934,2,0,2,4,1
935,2,7,1,3,1
936,2,7,0,2,0
937,1,7,3,1,0
938,0,6,2,0,1
939,0,5,1,3,1
940,0,4,0,2,1
941,0,3,7,1,2
942,1,2,6,0,1
943,1,1,5,3,1
944,1,0,4,2,1
945,1,5,3,1,0
946,0,4,2,0,1
947,0,3,1,7,1
948,0,2,0,7,2
949,1,1,3,7,2
950,2,0,2,7,1
951,2,3,1,7,1
952,2,2,0,7,1
953,2,1,3,7,1
954,2,0,2,7,1
955,2,7,1,7,1
956,2,7,0,6,0
957,1,7,1,5,0
958,0,7,0,4,1
959,0,7,1,3,1
960,0,7,0,2,1
961,0,7,7,1,1
962,0,7,7,0,1
963,0,7,7,1,1
964,0,7,7,0,1
965,0,7,7,1,1
966,0,7,6,0,1
967,0,7,5,1,1
968,0,6,4,0,1
969,0,5,3,1,1
970,0,4,2,0,1
971,0,3,1,7,1
972,0,2,0,7,2
973,1,1,7,7,1
974,1,0,7,6,1
975,1,1,7,5,1
976,1,0,6,4,1
977,1,1,5,3,1
978,1,0,4,2,1
979,1,7,3,1,0
980,0,6,2,0,1
981,0,5,1,3,1
982,0,4,0,2,1
983,0,3,7,1,2
984,1,2,7,0,1
985,1,1,7,3,1
986,1,0,7,2,1
987,1,3,7,1,1
988,1,2,6,0,1
989,1,1,5,7,2
990,2,0,4,6,1
991,2,1,3,5,1
992,2,0,2,4,1
993,2,7,1,3,1
994,2,6,0,2,0
995,1,5,3,1,0
996,0,4,2,0,1
997,0,3,1,7,1
998,0,2,0,6,2
999,1,1,7,5,1
1000,1,0,6,4,1
1001,1,1,5,3,1
1002,1,0,4,2,1
1003,1,5,3,1,0
1004,0,4,2,0,1
1005,0,3,1,5,1
1006,0,2,0,4,2
1007,1,1,5,3,1
1008,1,0,4,2,1
1009,1,7,3,1,0
1010,0,7,2,0,1
1011,0,7,1,5,1
1012,0,6,0,4,1
1013,0,5,1,3,1
1014,0,4,0,2,1
1015,0,3,7,1,2
1016,1,2,6,0,1
1017,1,1,5,3,1
1018,1,0,4,2,1
1019,1,5,3,1,0
1020,0,4,2,0,1
1021,0,3,1,7,1
1022,0,2,0,7,2
1023,1,1,7,7,1
1024,1,0,7,7,1
1025,1,1,7,7,1
1026,1,0,6,7,2
1027,2,1,5,7,1
1028,2,0,4,6,1
1029,2,1,3,5,1
1030,2,0,2,4,1
1031,2,5,1,3,1
1032,2,4,0,2,0
1033,1,3,7,1,1
1034,1,2,7,0,1
1035,1,1,7,5,1
1036,1,0,7,4,1
1037,1,1,7,3,1
1038,1,0,7,2,1
1039,1,3,7,1,1
1040,1,2,6,0,1
1041,1,1,5,3,1
1042,1,0,4,2,1
1043,1,7,3,1,0
1044,0,7,2,0,1
1045,0,7,1,7,1
1046,0,7,0,7,1
1047,0,7,1,7,1
1048,0,6,0,7,2
1049,1,5,1,7,2
1050,2,4,0,7,1
1051,2,3,1,7,1
1052,2,2,0,7,1
1053,2,1,3,7,1
1054,2,0,2,7,1
1055,2,7,1,7,1
1056,2,7,0,7,0
1057,1,7,1,7,0
1058,0,7,0,6,1
1059,0,7,1,5,1
1060,0,7,0,4,1
1061,0,7,1,3,1
1062,0,7,0,2,1
1063,0,7,3,1,1
1064,0,7,2,0,1
1065,0,7,1,3,1
1066,0,7,0,2,1
1067,0,7,3,1,1
1068,0,7,2,0,1
1069,0,7,1,5,1
1070,0,6,0,4,1
1071,0,5,1,3,1
1072,0,4,0,2,1
1073,0,3,7,1,2
1074,1,2,6,0,1
1075,1,1,5,3,1
1076,1,0,4,2,1
1077,1,7,3,1,0
1078,0,7,2,0,1
1079,0,7,1,3,1
1080,0,6,0,2,1
1081,0,5,3,1,1
1082,0,4,2,0,1
1083,0,3,1,7,1
1084,0,2,0,7,2
1085,1,1,3,7,2
1086,2,0,2,7,1
1087,2,5,1,7,1
1088,2,4,0,7,1
1089,2,3,1,7,1
1090,2,2,0,7,1
1091,2,1,7,7,0
1092,1,0,7,6,1
1093,1,1,7,5,1
1094,1,0,6,4,1
1095,1,1,5,3,1
1096,1,0,4,2,1
1097,1,7,3,1,0
1098,0,7,2,0,1
1099,0,7,1,3,1
1100,0,6,0,2,1
1101,0,5,3,1,1
1102,0,4,2,0,1
1103,0,3,1,5,1
1104,0,2,0,4,2
1105,1,1,5,3,1
1106,1,0,4,2,1
1107,1,7,3,1,0
1108,0,6,2,0,1
1109,0,5,1,7,1
1110,0,4,0,7,2
1111,1,3,1,7,2
1112,2,2,0,7,1
1113,2,1,5,7,1
1114,2,0,4,7,1
1115,2,1,3,7,1
1116,2,0,2,7,1
1117,2,3,1,7,1
1118,2,2,0,7,1
1119,2,1,5,7,1
1120,2,0,4,6,1
1121,2,1,3,5,1
1122,2,0,2,4,1
1123,2,7,1,3,1
1124,2,6,0,2,0
1125,1,5,7,1,1
1126,1,4,7,0,1
1127,1,3,7,1,1
1128,1,2,7,0,1
1129,1,1,7,7,1
1130,1,0,6,7,2
1131,2,1,5,7,1
1132,2,0,4,7,1
1133,2,1,3,7,1
1134,2,0,2,6,1
1135,2,7,1,5,1
1136,2,6,0,4,0
1137,1,5,1,3,0
1138,0,4,0,2,1
1139,0,3,7,1,2
1140,1,2,7,0,1
1141,1,1,7,3,1
1142,1,0,7,2,1
1143,1,3,7,1,1
1144,1,2,6,0,1
1145,1,1,5,3,1
1146,1,0,4,2,1
1147,1,7,3,1,0
1148,0,6,2,0,1
1149,0,5,1,7,1
1150,0,4,0,7,2
1151,1,3,1,7,2
